	state	year	urate	children	nonwhite	finc	earn	age	ed	work	unearn
10670	56	1995	4.300000191	0	0	16429.13386	16429.13386	40	10	1	0
10671	56	1995	4.300000191	0	0	5848.139764	0	36	7	0	5.848139764
10672	56	1995	4.300000191	0	0	13690.94488	13690.94488	26	10	1	0
10673	56	1995	4.300000191	2	0	10344.03543	6413.681102	33	11	1	3.930354331
10674	56	1995	4.300000191	0	1	29628.25787	23169.29134	47	11	1	6.458966535
10675	56	1995	4.300000191	0	0	6740.15748	6740.15748	42	11	1	0
10676	56	1995	4.300000191	0	0	12637.79528	12637.79528	42	10	1	0
10677	56	1995	4.300000191	1	0	14573.48425	0	36	10	0	14.57348425
10678	56	1995	4.300000191	2	0	15512.8937	13617.22441	39	9	1	1.895669291
10679	56	1995	4.300000191	3	0	24875.3937	21463.18898	37	9	1	3.412204724
10680	56	1995	4.300000191	0	1	8250.374016	3980.905512	49	7	1	4.269468504
10681	56	1995	4.300000191	1	1	3437.480315	0	32	11	0	3.437480315
10682	56	1995	4.300000191	1	1	3614.409449	0	29	7	0	3.614409449
10683	56	1995	4.300000191	1	0	7782.775591	7582.677165	43	11	1	0.200098425
10684	56	1995	4.300000191	0	1	6764.379921	0	46	7	0	6.764379921
10685	56	1995	4.300000191	1	0	4751.811024	4751.811024	26	10	1	0
10686	56	1995	4.300000191	0	1	34151.53543	34151.53543	21	0	1	0
10687	56	1995	4.300000191	0	1	5788.110236	0	49	11	0	5.788110236
10688	56	1995	4.300000191	0	1	50184.68504	42125.98425	54	10	1	8.058700787
10689	56	1995	4.300000191	0	0	23632.67717	12637.79528	38	10	1	10.99488189
10690	56	1995	4.300000191	3	1	16496.53543	12743.11024	26	11	1	3.753425197
10691	56	1995	4.300000191	0	0	1579.724409	1579.724409	20	7	1	0
10692	56	1995	4.300000191	0	0	32885.64961	21062.99213	44	10	1	11.82265748
10693	56	1995	4.300000191	0	1	358.0708661	358.0708661	36	9	1	0
10694	56	1995	4.300000191	0	1	42573.57283	41072.83465	20	11	1	1.500738189
10695	56	1995	4.300000191	0	0	2106.299213	2106.299213	27	9	1	0
10696	56	1995	4.300000191	3	1	368.6023622	0	21	7	0	0.368602362
10697	56	1995	4.300000191	0	1	3701.820866	2422.244095	44	3	1	1.279576772
10698	56	1995	4.300000191	0	0	1648.179134	1332.234252	39	11	1	0.315944882
10699	56	1995	4.300000191	0	1	8250.374016	3980.905512	26	11	1	4.269468504
10700	56	1995	4.300000191	0	0	48128.93701	43179.13386	46	11	1	4.94980315
10701	56	1995	4.300000191	1	0	2982.519685	0	31	11	0	2.982519685
10702	56	1995	4.300000191	0	0	16429.13386	16429.13386	39	9	1	0
10703	56	1995	4.300000191	3	1	22916.53543	16850.3937	45	10	1	6.066141732
10704	56	1995	4.300000191	0	1	34151.53543	34151.53543	24	0	1	0
10705	56	1995	4.300000191	1	1	1053.149606	421.2598425	28	7	1	0.631889764
10706	56	1995	4.300000191	1	0	14744.09449	11584.64567	24	7	1	3.159448819
10707	56	1995	4.300000191	1	1	31755.62008	18535.43307	21	11	1	13.22018701
10708	56	1995	4.300000191	1	0	4044.094488	0	30	9	0	4.044094488
10709	56	1995	4.300000191	0	0	24222.44095	24222.44095	40	11	1	0
10710	56	1995	4.300000191	0	1	40399.87205	40359.85236	40	11	1	0.040019685
10711	56	1995	4.300000191	0	1	16429.13386	16429.13386	48	10	1	0
10712	56	1995	4.300000191	0	0	1579.724409	1579.724409	33	9	1	0
10713	56	1995	4.300000191	0	1	26312.94291	24227.70669	54	10	1	2.085236221
10714	56	1995	4.300000191	0	0	6318.897638	6318.897638	53	9	1	0
10715	56	1995	4.300000191	2	1	5775.472441	2022.047244	27	9	1	3.753425197
10716	56	1995	4.300000191	0	0	8425.19685	8425.19685	35	11	1	0
10717	56	1995	4.300000191	0	1	5804.96063	2632.874016	50	7	1	3.172086614
10718	56	1995	4.300000191	1	1	3475.393701	0	22	10	0	3.475393701
10719	56	1995	4.300000191	0	0	5939.76378	0	52	0	0	5.93976378
10720	57	1995	5.099999905	0	0	11058.07087	11058.07087	53	10	1	0
10721	57	1995	5.099999905	1	1	7321.496063	7310.964567	53	7	1	0.010531496
10722	57	1995	5.099999905	2	0	19226.29921	1685.03937	32	11	1	17.54125984
10723	57	1995	5.099999905	4	1	11953.24803	11953.24803	36	10	1	0
10724	57	1995	5.099999905	2	1	11584.64567	11584.64567	21	10	1	0
10725	57	1995	5.099999905	2	1	0	0	26	11	0	0
10726	57	1995	5.099999905	1	1	13269.68504	13269.68504	24	11	1	0
10727	57	1995	5.099999905	0	0	26755.26575	22748.0315	21	10	0	4.007234252
10728	57	1995	5.099999905	0	1	44232.28347	44232.28347	45	10	1	0
10729	57	1995	5.099999905	0	0	5265.748032	5265.748032	33	11	1	0
10730	57	1995	5.099999905	3	1	0	0	48	11	0	0
10731	57	1995	5.099999905	3	1	1895.669291	0	27	11	0	1.895669291
10732	57	1995	5.099999905	0	1	22319.39961	15165.35433	54	10	0	7.154045276
10733	57	1995	5.099999905	0	0	26383.50394	26328.74016	50	11	1	0.05476378
10734	57	1995	5.099999905	3	1	2274.80315	2274.80315	21	11	1	0
10735	57	1995	5.099999905	2	1	5595.383858	4423.228347	23	10	1	1.172155512
10736	57	1995	5.099999905	0	0	6950.787402	0	49	10	0	6.950787402
10737	57	1995	5.099999905	1	1	15117.9626	15117.9626	41	7	1	0
10738	57	1995	5.099999905	2	0	23169.29134	23169.29134	27	11	1	0
10739	57	1995	5.099999905	2	1	4039.88189	0	21	11	0	4.03988189
10740	57	1995	5.099999905	0	0	15825.67913	0	37	0	0	15.82567913
10741	57	1995	5.099999905	4	1	31084.76378	30914.15354	45	11	1	0.170610236
10742	57	1995	5.099999905	2	1	6318.897638	6318.897638	46	7	1	0
10743	57	1995	5.099999905	1	1	3829.251969	0	39	9	0	3.829251969
10744	57	1995	5.099999905	3	1	16582.8937	9571.023622	33	10	1	7.011870079
10745	57	1995	5.099999905	2	1	19325.29528	19325.29528	42	10	1	0
10746	57	1995	5.099999905	1	0	6150.393701	3201.574803	27	9	1	2.948818898
10747	57	1995	5.099999905	1	1	10969.6063	9478.346457	46	11	1	1.491259843
10748	57	1995	5.099999905	1	1	5476.377953	5476.377953	38	11	1	0
10749	57	1995	5.099999905	0	1	22319.39961	15165.35433	20	11	1	7.154045276
10750	57	1995	5.099999905	3	0	52109.84252	52109.84252	21	11	1	0
10751	57	1995	5.099999905	3	1	7372.047244	4212.598425	27	7	1	3.159448819
10752	58	1995	4.900000095	0	0	14744.09449	14744.09449	46	10	1	0
10753	58	1995	4.900000095	1	1	2738.188976	0	44	11	0	2.738188976
10754	58	1995	4.900000095	1	1	13922.6378	10952.75591	48	9	0	2.96988189
10755	58	1995	4.900000095	0	0	2292.706693	0	51	7	0	2.292706693
10756	58	1995	4.900000095	0	0	15797.24409	15797.24409	47	10	1	0
10757	58	1995	4.900000095	1	1	41072.83465	41072.83465	37	7	1	0
10758	58	1995	4.900000095	1	0	7923.897638	0	20	10	0	7.923897638
10759	58	1995	4.900000095	0	0	2106.299213	2106.299213	20	10	1	0
10760	58	1995	4.900000095	0	0	23408.3563	7831.220472	52	10	1	15.57713583
10761	58	1995	4.900000095	0	0	19273.69095	18956.69291	20	11	1	0.316998032
10762	58	1995	4.900000095	1	1	2527.559055	0	29	9	0	2.527559055
10763	58	1995	4.900000095	0	1	33909.31102	13025.35433	42	0	0	20.88395669
10764	58	1995	4.900000095	2	1	23767.48032	15797.24409	39	11	1	7.970236221
10765	58	1995	4.900000095	0	1	34704.43898	31594.48819	54	9	0	3.109950787
10766	58	1995	4.900000095	3	1	9857.480315	0	28	10	0	9.857480315
10767	58	1995	4.900000095	0	0	13827.85433	13690.94488	26	9	1	0.136909449
10768	58	1995	4.900000095	3	1	48760.82677	48760.82677	20	11	1	0
10769	58	1995	4.900000095	0	0	17843.51378	17798.22835	54	11	1	0.045285433
10770	58	1995	4.900000095	0	0	14133.26772	5619.606299	36	10	1	8.513661417
10771	58	1995	4.900000095	2	1	20957.67717	2738.188976	47	9	1	18.21948819
10772	58	1995	4.900000095	0	1	46801.9685	40862.20472	23	11	1	5.93976378
10773	58	1995	4.900000095	0	1	2792.952756	0	51	9	0	2.792952756
10774	58	1995	4.900000095	0	1	20262.59843	17482.28347	25	11	0	2.780314961
10775	58	1995	4.900000095	0	0	14657.73622	13059.05512	27	11	1	1.598681102
10776	58	1995	4.900000095	0	1	7645.866142	4928.740158	51	11	1	2.717125984
10777	58	1995	4.900000095	3	1	9857.480315	0	48	11	0	9.857480315
10778	58	1995	4.900000095	0	1	24117.12598	0	43	0	0	24.11712598
10779	58	1995	4.900000095	1	0	631.8897638	0	45	11	0	0.631889764
10780	58	1995	4.900000095	0	1	5522.716535	2843.503937	32	11	1	2.679212598
10781	58	1995	4.900000095	3	1	3159.448819	3159.448819	21	10	1	0
10782	58	1995	4.900000095	0	1	10952.75591	10952.75591	33	11	1	0
10783	58	1995	4.900000095	2	1	46793.54331	12764.17323	51	7	0	34.02937008
10784	58	1995	4.900000095	4	1	13964.76378	0	35	11	0	13.96476378
10785	58	1995	4.900000095	0	1	28435.03937	28435.03937	52	11	1	0
10786	58	1995	4.900000095	1	1	52274.13386	48444.88189	48	10	0	3.829251969
10787	58	1995	4.900000095	2	1	7119.291339	7119.291339	31	10	1	0
10788	58	1995	4.900000095	0	0	15847.79528	0	50	7	0	15.84779528
10789	59	1995	5.5	0	1	15232.75591	0	32	0	0	15.23275591
10790	59	1995	5.5	3	1	13164.37008	13164.37008	21	9	0	0
10791	59	1995	5.5	0	1	21916.04331	0	40	10	0	21.91604331
10792	59	1995	5.5	0	1	112.6870079	0	32	7	0	0.112687008
10793	59	1995	5.5	0	1	15797.24409	15797.24409	38	7	1	0
10794	59	1995	5.5	0	0	0	0	32	10	0	0
10795	59	1995	5.5	0	1	17692.91339	12637.79528	39	7	1	5.05511811
10796	59	1995	5.5	1	1	20601.7126	20601.7126	32	10	1	0
10797	59	1995	5.5	0	1	12385.03937	10110.23622	29	9	1	2.27480315
10798	59	1995	5.5	0	0	19184.17323	19167.32283	51	10	1	0.016850394
10799	59	1995	5.5	0	0	9653.169291	9653.169291	53	11	1	0
10800	59	1995	5.5	0	1	41431.95866	41258.18898	52	10	1	0.173769685
10801	59	1995	5.5	0	0	10742.12598	9267.716535	51	10	1	1.474409449
10802	59	1995	5.5	2	1	4637.017717	0	28	9	0	4.637017717
10803	59	1995	5.5	0	1	12637.79528	12637.79528	24	9	1	0
10804	59	1995	5.5	5	1	6141.968504	0	37	11	0	6.141968504
10805	59	1995	5.5	0	1	1790.354331	1790.354331	23	11	0	0
10806	59	1995	5.5	1	1	31544.99016	15797.24409	24	7	0	15.74774606
10807	59	1995	5.5	0	0	13690.94488	13690.94488	25	10	1	0
10808	59	1995	5.5	0	0	73684.66535	0	49	10	0	73.68466535
10809	59	1995	5.5	3	1	4966.653543	1137.401575	22	9	1	3.829251969
10810	59	1995	5.5	0	0	0	0	20	11	0	0
10811	59	1995	5.5	0	1	14491.33858	10952.75591	43	11	0	3.538582677
10812	59	1995	5.5	0	1	22576.36811	16850.3937	53	10	1	5.725974409
10813	59	1995	5.5	1	0	23169.29134	23169.29134	52	11	1	0
10814	59	1995	5.5	1	1	3033.070866	0	35	9	0	3.033070866
10815	59	1995	5.5	1	1	2527.559055	0	21	11	0	2.527559055
10816	59	1995	5.5	1	1	2632.874016	2632.874016	23	10	1	0
10817	59	1995	5.5	3	1	8846.456693	8846.456693	21	11	0	0
10818	59	1995	5.5	3	1	4468.51378	1261.673228	29	11	1	3.206840551
10819	59	1995	5.5	2	1	7848.070866	3791.338583	43	9	1	4.056732284
10820	59	1995	5.5	2	1	5055.11811	0	38	7	0	5.05511811
10821	59	1995	5.5	1	1	1516.535433	1516.535433	53	10	1	0
10822	59	1995	5.5	2	1	7412.066929	7077.165354	28	10	1	0.334901575
10823	59	1995	5.5	1	1	5729.133858	5729.133858	20	9	0	0
10824	59	1995	5.5	3	1	26156.02362	13690.94488	33	11	1	12.46507874
10825	59	1995	5.5	1	1	4170.472441	0	40	7	0	4.170472441
10826	59	1995	5.5	0	0	17798.22835	15060.03937	33	11	1	2.738188976
10827	59	1995	5.5	1	0	12658.85827	12595.66929	23	11	1	0.063188976
10828	59	1995	5.5	1	0	1685.03937	105.3149606	44	11	0	1.579724409
10829	59	1995	5.5	1	1	63997.79528	60029.52756	41	10	1	3.968267717
10830	59	1995	5.5	3	0	3420.629921	2422.244095	29	7	1	0.998385827
10831	59	1995	5.5	1	0	11584.64567	11584.64567	34	10	1	0
10832	59	1995	5.5	2	1	3829.251969	0	22	11	0	3.829251969
10833	59	1995	5.5	0	1	3159.448819	3159.448819	20	7	1	0
10834	59	1995	5.5	0	1	10531.49606	10531.49606	54	11	1	0
10835	59	1995	5.5	3	1	3285.826772	2022.047244	48	0	1	1.263779528
10836	59	1995	5.5	2	1	16858.8189	16650.29528	35	9	1	0.208523622
10837	59	1995	5.5	1	0	21062.99213	21062.99213	28	9	1	0
10838	59	1995	5.5	0	1	21916.04331	0	34	11	0	21.91604331
10839	59	1995	5.5	0	1	9033.917323	0	48	11	0	9.033917323
10840	59	1995	5.5	1	0	3045.708661	0	44	7	0	3.045708661
10841	59	1995	5.5	0	1	5788.110236	0	51	11	0	5.788110236
10842	59	1995	5.5	0	0	0	0	47	11	0	0
10843	59	1995	5.5	0	0	8741.141732	8741.141732	53	11	1	0
10844	59	1995	5.5	0	1	315.9448819	315.9448819	20	11	1	0
10845	59	1995	5.5	0	1	37180.3937	36649.6063	24	7	1	0.530787402
10846	59	1995	5.5	1	1	10952.75591	10952.75591	52	0	1	0
10847	59	1995	5.5	3	0	14112.20472	14112.20472	39	7	1	0
10848	59	1995	5.5	4	1	10539.92126	0	36	9	0	10.53992126
10849	59	1995	5.5	0	1	22748.0315	22748.0315	49	9	1	0
10850	59	1995	5.5	2	1	4543.287402	4332.65748	35	10	1	0.210629921
10851	59	1995	5.5	2	1	16850.3937	16850.3937	20	7	0	0
10852	59	1995	5.5	2	1	6714.88189	1369.094488	35	11	1	5.345787402
10853	59	1995	5.5	2	1	0	0	43	7	0	0
10854	59	1995	5.5	0	1	2924.596457	1895.669291	21	9	1	1.028927165
10855	59	1995	5.5	2	0	8833.818898	0	36	9	0	8.833818898
10856	59	1995	5.5	1	1	8425.19685	8425.19685	24	11	1	0
10857	59	1995	5.5	2	1	31067.91339	31067.91339	42	11	1	0
10858	59	1995	5.5	0	0	1980.974409	0	22	7	0	1.980974409
10859	59	1995	5.5	0	0	11372.9626	0	30	0	0	11.3729626
10860	59	1995	5.5	5	1	22116.14173	22116.14173	54	11	0	0
10861	59	1995	5.5	0	1	494.980315	0	20	9	0	0.494980315
10862	59	1995	5.5	1	1	35955.58071	35905.02953	25	11	1	0.050551181
10863	59	1995	5.5	0	0	9653.169291	9653.169291	29	9	1	0
10864	59	1995	5.5	3	1	5276.279528	3001.476378	25	3	1	2.27480315
10865	59	1995	5.5	1	1	63997.79528	60029.52756	43	11	1	3.968267717
10866	59	1995	5.5	0	1	11475.11811	0	32	0	0	11.47511811
10867	59	1995	5.5	0	0	8834.872047	0	38	0	0	8.834872047
10868	59	1995	5.5	3	1	14744.09449	9478.346457	32	10	1	5.265748032
10869	59	1995	5.5	2	1	11584.64567	11584.64567	33	9	1	0
10870	59	1995	5.5	0	1	26913.23819	24806.93898	45	7	1	2.106299213
10871	59	1995	5.5	1	1	2274.80315	0	26	10	0	2.27480315
10872	59	1995	5.5	2	0	9386.722441	7372.047244	26	9	1	2.014675197
10873	59	1995	5.5	6	1	23090.30512	23090.30512	22	11	1	0
10874	59	1995	5.5	0	1	16016.29921	12224.96063	47	9	1	3.791338583
10875	59	1995	5.5	0	1	34072.54921	28435.03937	41	7	0	5.637509843
10876	59	1995	5.5	0	0	0	0	32	9	0	0
10877	59	1995	5.5	0	1	61095.31496	61082.67717	24	11	1	0.012637795
10878	59	1995	5.5	1	0	10952.75591	10952.75591	28	7	1	0
10879	59	1995	5.5	0	1	9807.982284	0	36	7	0	9.807982284
10880	59	1995	5.5	3	1	20631.20079	15565.55118	29	11	1	5.065649606
10881	59	1995	5.5	0	1	47430.69882	41072.83465	47	10	0	6.357864173
10882	59	1995	5.5	0	1	12637.79528	12637.79528	38	7	1	0
10883	59	1995	5.5	2	1	0	0	34	10	0	0
10884	59	1995	5.5	0	1	0	0	53	11	0	0
10885	59	1995	5.5	3	1	3285.826772	2022.047244	25	7	0	1.263779528
10886	59	1995	5.5	4	0	10543.08071	10531.49606	32	9	1	0.011584646
10887	59	1995	5.5	1	1	9757.431102	0	25	10	0	9.757431102
10888	59	1995	5.5	5	1	5522.716535	0	21	11	0	5.522716535
10889	59	1995	5.5	1	1	7250.935039	7077.165354	25	9	1	0.173769685
10890	59	1995	5.5	0	0	11576.22047	0	38	3	0	11.57622047
10891	59	1995	5.5	2	1	3727.096457	2106.299213	32	11	1	1.620797244
10892	59	1995	5.5	0	1	30541.33858	20009.84252	50	7	0	10.53149606
10893	59	1995	5.5	3	1	9769.015748	0	28	11	0	9.769015748
10894	59	1995	5.5	0	1	8425.19685	8425.19685	54	7	1	0
10895	59	1995	5.5	3	1	5366.850394	0	42	0	0	5.366850394
10896	59	1995	5.5	0	1	61095.31496	61082.67717	42	7	1	0.012637795
10897	59	1995	5.5	3	1	1522.854331	0	25	7	0	1.522854331
10898	59	1995	5.5	2	1	3829.251969	0	20	11	0	3.829251969
10899	59	1995	5.5	0	1	11226.5748	11226.5748	45	7	0	0
10900	59	1995	5.5	1	1	5049.852362	2788.740158	28	10	1	2.261112205
10901	59	1995	5.5	0	1	6112.480315	5265.748032	33	9	1	0.846732283
10902	59	1995	5.5	1	1	5687.007874	0	20	10	0	5.687007874
10903	59	1995	5.5	1	1	2653.937008	0	20	11	0	2.653937008
10904	59	1995	5.5	0	1	3037.283465	0	37	7	0	3.037283465
10905	59	1995	5.5	3	1	4296.850394	0	36	11	0	4.296850394
10906	59	1995	5.5	1	1	3791.338583	3791.338583	36	10	1	0
10907	59	1995	5.5	2	0	14635.62008	0	44	10	0	14.63562008
10908	59	1995	5.5	1	1	6634.84252	6634.84252	39	11	1	0
10909	61	1995	5.400000095	0	0	14264.91142	4345.295276	52	11	1	9.919616142
10910	61	1995	5.400000095	0	0	35766.01378	0	30	0	0	35.76601378
10911	61	1995	5.400000095	0	0	13690.94488	13690.94488	48	9	1	0
10912	61	1995	5.400000095	7	1	5611.181102	0	22	11	0	5.611181102
10913	61	1995	5.400000095	0	0	10110.23622	10110.23622	42	11	1	0
10914	61	1995	5.400000095	3	0	6470.551181	5265.748032	29	9	1	1.20480315
10915	61	1995	5.400000095	0	0	1474.409449	0	42	9	0	1.474409449
10916	61	1995	5.400000095	1	0	6766.486221	5265.748032	23	7	1	1.500738189
10917	61	1995	5.400000095	1	0	0	0	20	11	0	0
10918	61	1995	5.400000095	1	0	6687.5	3843.996063	37	10	1	2.843503937
10919	61	1995	5.400000095	0	0	0	0	30	7	0	0
10920	61	1995	5.400000095	0	0	2843.503937	0	21	10	0	2.843503937
10921	61	1995	5.400000095	0	0	25770.57087	12637.79528	43	11	1	13.13277559
10922	61	1995	5.400000095	3	0	5478.484252	4212.598425	39	10	1	1.265885827
10923	61	1995	5.400000095	3	0	8720.07874	0	35	7	0	8.72007874
10924	61	1995	5.400000095	1	0	20970.31496	0	48	11	0	20.97031496
10925	61	1995	5.400000095	1	0	10531.49606	8425.19685	34	7	1	2.106299213
10926	61	1995	5.400000095	2	1	9794.291339	9794.291339	23	11	1	0
10927	61	1995	5.400000095	3	0	14322.83465	14322.83465	23	7	1	0
10928	61	1995	5.400000095	0	0	31856.72244	17566.53543	37	10	0	14.29018701
10929	61	1995	5.400000095	3	1	4802.362205	0	23	11	0	4.802362205
10930	61	1995	5.400000095	0	0	3791.338583	3791.338583	22	10	1	0
10931	61	1995	5.400000095	0	1	23390.45276	23379.92126	43	7	1	0.010531496
10932	62	1995	5.199999809	3	0	3159.448819	3159.448819	26	11	1	0
10933	62	1995	5.199999809	0	0	2738.188976	2738.188976	47	7	1	0
10934	62	1995	5.199999809	0	1	0	0	43	11	0	0
10935	62	1995	5.199999809	5	0	20009.84252	20009.84252	30	10	1	0
10936	62	1995	5.199999809	0	0	1012.076772	1012.076772	28	7	1	0
10937	62	1995	5.199999809	0	1	428284.3504	428284.3504	21	11	1	0
10938	62	1995	5.199999809	2	1	14723.0315	4423.228347	35	11	1	10.29980315
10939	62	1995	5.199999809	2	1	2337.992126	0	30	11	0	2.337992126
10940	62	1995	5.199999809	0	0	16850.3937	16850.3937	28	10	1	0
10941	62	1995	5.199999809	1	1	14954.72441	14954.72441	45	11	1	0
10942	62	1995	5.199999809	0	0	0	0	39	7	0	0
10943	62	1995	5.199999809	0	1	6297.834646	6297.834646	50	11	1	0
10944	62	1995	5.199999809	2	0	6243.070866	6243.070866	24	7	1	0
10945	62	1995	5.199999809	1	0	39262.47047	34037.79528	23	11	1	5.224675197
10946	62	1995	5.199999809	2	0	8230.364173	5492.175197	35	7	1	2.738188976
10947	62	1995	5.199999809	0	0	11553.05118	842.519685	41	7	1	10.7105315
10948	62	1995	5.199999809	0	0	16300.64961	10531.49606	39	7	0	5.769153543
10949	62	1995	5.199999809	2	0	2129.468504	252.7559055	21	9	1	1.876712598
10950	62	1995	5.199999809	2	1	4023.031496	3285.826772	34	10	1	0.737204724
10951	62	1995	5.199999809	0	1	5143.582677	0	49	11	0	5.143582677
10952	62	1995	5.199999809	0	0	15029.49803	14744.09449	52	11	1	0.285403543
10953	62	1995	5.199999809	0	0	16514.43898	13144.36024	49	10	1	3.37007874
10954	62	1995	5.199999809	0	0	1432.283465	0	51	9	0	1.432283465
10955	62	1995	5.199999809	1	0	6988.700787	0	36	9	0	6.988700787
10956	62	1995	5.199999809	3	1	3403.779528	547.6377953	20	11	1	2.856141732
10957	63	1995	6.300000191	1	1	32005.21654	31594.48819	24	11	1	0.410728346
10958	63	1995	6.300000191	2	1	5922.913386	0	25	11	0	5.922913386
10959	63	1995	6.300000191	0	1	10111.28937	0	37	0	0	10.11128937
10960	63	1995	6.300000191	0	1	61827.25394	46549.2126	30	0	0	15.27804134
10961	63	1995	6.300000191	1	0	5438.464567	3942.992126	31	9	1	1.495472441
10962	63	1995	6.300000191	1	0	7441.555118	0	54	7	0	7.441555118
10963	63	1995	6.300000191	2	1	7393.110236	2337.992126	31	11	1	5.05511811
10964	63	1995	6.300000191	1	1	16452.30315	83.1988189	46	7	0	16.36910433
10965	63	1995	6.300000191	0	0	16073.16929	0	41	7	0	16.07316929
10966	63	1995	6.300000191	0	1	17903.54331	17903.54331	44	11	0	0
10967	63	1995	6.300000191	3	0	2043.110236	0	26	7	0	2.043110236
10968	63	1995	6.300000191	3	1	1474.409449	1474.409449	30	11	1	0
10969	63	1995	6.300000191	0	1	5788.110236	0	39	10	0	5.788110236
10970	63	1995	6.300000191	0	1	7835.433071	0	53	9	0	7.835433071
10971	63	1995	6.300000191	0	0	67401.5748	67401.5748	32	7	1	0
10972	63	1995	6.300000191	3	1	18472.24409	12532.48032	20	7	0	5.93976378
10973	63	1995	6.300000191	2	1	2072.598425	0	25	11	0	2.072598425
10974	63	1995	6.300000191	4	1	8239.84252	0	23	7	0	8.23984252
10975	63	1995	6.300000191	2	1	5939.76378	0	45	7	0	5.93976378
10976	63	1995	6.300000191	3	1	2599.173228	526.5748032	27	11	1	2.072598425
10977	63	1995	6.300000191	3	1	2072.598425	0	29	7	0	2.072598425
10978	63	1995	6.300000191	2	0	4107.283465	0	22	9	0	4.107283465
10979	63	1995	6.300000191	1	0	1053.149606	1053.149606	20	11	1	0
10980	63	1995	6.300000191	0	0	4562.244095	0	24	11	0	4.562244095
10981	63	1995	6.300000191	0	0	11712.07677	11584.64567	45	9	1	0.127431102
10982	63	1995	6.300000191	0	1	15700.35433	0	38	7	0	15.70035433
10983	63	1995	6.300000191	0	1	10111.28937	0	54	7	0	10.11128937
10984	63	1995	6.300000191	3	1	15463.39567	0	41	11	0	15.46339567
10985	63	1995	6.300000191	0	1	18622.84449	17903.54331	47	7	1	0.719301181
10986	63	1995	6.300000191	0	0	17783.48425	0	48	11	0	17.78348425
10987	63	1995	6.300000191	0	0	25111.29921	5229.940945	39	3	0	19.88135827
10988	63	1995	6.300000191	0	1	9288.779528	0	46	7	0	9.288779528
10989	63	1995	6.300000191	0	0	22142.47047	0	44	0	0	22.14247047
10990	63	1995	6.300000191	0	1	12547.22441	210.6299213	41	9	0	12.33659449
10991	64	1995	6.099999905	0	1	7178.267717	0	49	3	0	7.178267717
10992	64	1995	6.099999905	2	0	50134.13386	50134.13386	20	9	0	0
10993	64	1995	6.099999905	0	1	16897.78543	0	44	11	0	16.89778543
10994	64	1995	6.099999905	2	1	14327.04724	14225.94488	29	11	1	0.101102362
10995	64	1995	6.099999905	1	1	7210.915354	3419.576772	39	7	1	3.791338583
10996	64	1995	6.099999905	3	1	7494.212598	0	25	11	0	7.494212598
10997	64	1995	6.099999905	3	1	21062.99213	21062.99213	46	10	1	0
10998	64	1995	6.099999905	0	0	5939.76378	0	36	0	0	5.93976378
10999	64	1995	6.099999905	0	1	9607.883858	5531.141732	50	10	1	4.076742126
11000	64	1995	6.099999905	0	1	5824.970472	3550.167323	22	11	1	2.27480315
11001	64	1995	6.099999905	1	1	29080.62008	23709.55709	48	11	0	5.371062992
11002	64	1995	6.099999905	4	1	6601.141732	5539.566929	27	9	1	1.061574803
11003	64	1995	6.099999905	6	1	17461.22047	14744.09449	31	9	1	2.717125984
11004	64	1995	6.099999905	1	0	5345.787402	0	27	9	0	5.345787402
11005	64	1995	6.099999905	0	0	5939.76378	0	53	7	0	5.93976378
11006	64	1995	6.099999905	0	1	6845.472441	6845.472441	38	9	1	0
11007	64	1995	6.099999905	3	0	8425.19685	8425.19685	30	10	1	0
11008	64	1995	6.099999905	0	0	8699.015748	8699.015748	49	10	1	0
11009	64	1995	6.099999905	3	1	2274.80315	0	21	11	0	2.27480315
11010	64	1995	6.099999905	0	0	47454.92126	47391.73228	21	11	1	0.063188976
11011	64	1995	6.099999905	1	1	14217.51969	14217.51969	34	9	1	0
11012	64	1995	6.099999905	0	1	2843.503937	1579.724409	24	11	1	1.263779528
11013	64	1995	6.099999905	0	1	28482.4311	28435.03937	32	7	1	0.047391732
11014	64	1995	6.099999905	0	1	6141.968504	6141.968504	38	11	1	0
11015	64	1995	6.099999905	4	1	8530.511811	7898.622047	45	9	0	0.631889764
11016	64	1995	6.099999905	0	0	10236.61417	9478.346457	49	11	1	0.758267717
11017	64	1995	6.099999905	2	1	8590.541339	7377.312992	24	7	1	1.213228347
11018	64	1995	6.099999905	1	0	13649.87205	0	47	7	0	13.64987205
11019	64	1995	6.099999905	2	0	21378.93701	20009.84252	26	10	0	1.369094488
11020	64	1995	6.099999905	1	1	3159.448819	3159.448819	20	11	1	0
11021	64	1995	6.099999905	2	1	2190.551181	421.2598425	23	7	1	1.769291339
11022	64	1995	6.099999905	2	1	0	0	49	7	0	0
11023	64	1995	6.099999905	3	1	8310.403543	2370.639764	28	9	1	5.93976378
11024	64	1995	6.099999905	0	0	494.980315	0	53	7	0	0.494980315
11025	64	1995	6.099999905	1	1	34225.25591	28566.68307	48	10	1	5.658572835
11026	64	1995	6.099999905	0	1	4903.464567	1579.724409	48	7	0	3.323740158
11027	64	1995	6.099999905	1	0	6408.415354	4212.598425	21	10	1	2.195816929
11028	64	1995	6.099999905	4	1	8530.511811	7898.622047	22	11	1	0.631889764
11029	64	1995	6.099999905	3	1	20220.47244	5792.322835	36	11	1	14.42814961
11030	64	1995	6.099999905	1	1	29698.8189	22642.71654	42	11	1	7.056102362
